,Age,Fare,PassengerId,Pclass,Survived,Ticket,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Officer,Title_Royalty,Embarked_C,Embarked_Q,Embarked_S,female,isAlone,hasCabin,isChild,wealthy,HoH,mother
250,26.0,7.25,251,3,0.0,362316,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
251,29.0,10.4625,252,3,0.0,347054,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1
252,62.0,26.55,253,1,0.0,113514,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
253,30.0,16.1,254,3,0.0,A/5. 3336,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
254,41.0,20.2125,255,3,0.0,370129,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
255,29.0,15.2458,256,3,1.0,2650,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
256,40.0,79.2,257,1,1.0,PC 17585,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0
257,30.0,86.5,258,1,1.0,110152,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0
258,35.0,512.3292,259,1,1.0,PC 17755,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0
259,50.0,26.0,260,2,1.0,230433,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
260,26.0,7.75,261,3,0.0,384461,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
261,3.0,31.3875,262,3,1.0,347077,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
262,52.0,79.65,263,1,0.0,110413,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0
263,40.0,0.0,264,1,0.0,112059,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
264,18.0,7.75,265,3,0.0,382649,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
265,36.0,10.5,266,2,0.0,C.A. 17248,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
266,16.0,39.6875,267,3,0.0,3101295,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
267,25.0,7.775,268,3,1.0,347083,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
268,58.0,153.4625,269,1,1.0,PC 17582,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1
269,35.0,135.6333,270,1,1.0,PC 17760,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0
270,40.0,31.0,271,1,0.0,113798,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
271,25.0,0.0,272,3,1.0,LINE,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
272,41.0,19.5,273,2,1.0,250644,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
273,37.0,29.7,274,1,0.0,PC 17596,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
274,18.0,7.75,275,3,1.0,370375,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
275,63.0,77.9583,276,1,1.0,13502,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0
276,45.0,7.75,277,3,0.0,347073,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
277,31.0,0.0,278,2,0.0,239853,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
278,7.0,29.125,279,3,0.0,382652,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
279,35.0,20.25,280,3,1.0,C.A. 2673,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
280,65.0,7.75,281,3,0.0,336439,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
281,28.0,7.8542,282,3,0.0,347464,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
282,16.0,9.5,283,3,0.0,345778,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
283,19.0,8.05,284,3,1.0,A/5. 10482,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
284,40.0,26.0,285,1,0.0,113056,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
285,33.0,8.6625,286,3,0.0,349239,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
286,30.0,9.5,287,3,1.0,345774,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
287,22.0,7.8958,288,3,0.0,349206,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
288,42.0,13.0,289,2,1.0,237798,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
289,22.0,7.75,290,3,1.0,370373,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
290,26.0,78.85,291,1,1.0,19877,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0
291,19.0,91.0792,292,1,1.0,11967,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
292,36.0,12.875,293,2,0.0,SC/Paris 2163,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
293,24.0,8.85,294,3,0.0,349236,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
294,24.0,7.8958,295,3,0.0,349233,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
295,40.0,27.7208,296,1,0.0,PC 17612,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
296,23.5,7.2292,297,3,0.0,2693,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
297,2.0,151.55,298,1,0.0,113781,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0
298,40.0,30.5,299,1,1.0,19988,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
299,50.0,247.5208,300,1,1.0,PC 17558,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1
300,18.0,7.75,301,3,1.0,9234,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
301,26.0,23.25,302,3,1.0,367226,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
302,19.0,0.0,303,3,0.0,LINE,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
303,24.0,12.35,304,2,1.0,226593,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0
304,26.0,8.05,305,3,0.0,A/5 2466,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
305,0.92,151.55,306,1,1.0,113781,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
306,30.0,110.8833,307,1,1.0,17421,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0
307,17.0,108.9,308,1,1.0,PC 17758,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
308,30.0,24.0,309,2,0.0,P/PP 3381,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
309,30.0,56.9292,310,1,1.0,PC 17485,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0
310,24.0,83.1583,311,1,1.0,11767,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0
311,18.0,262.375,312,1,1.0,PC 17608,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1
312,26.0,26.0,313,2,0.0,250651,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
313,28.0,7.8958,314,3,0.0,349243,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
314,43.0,26.25,315,2,0.0,F.C.C. 13529,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
315,26.0,7.8542,316,3,1.0,347470,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
316,24.0,26.0,317,2,1.0,244367,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
317,54.0,14.0,318,2,0.0,29011,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
318,31.0,164.8667,319,1,1.0,36928,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1
319,40.0,134.5,320,1,1.0,16966,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1
320,22.0,7.25,321,3,0.0,A/5 21172,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
321,27.0,7.8958,322,3,0.0,349219,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
322,30.0,12.35,323,2,1.0,234818,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
323,22.0,29.0,324,2,1.0,248738,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
324,26.0,69.55,325,3,0.0,CA. 2343,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
325,36.0,135.6333,326,1,1.0,PC 17760,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0
326,61.0,6.2375,327,3,0.0,345364,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
327,36.0,13.0,328,2,1.0,28551,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0
328,31.0,20.525,329,3,1.0,363291,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
329,16.0,57.9792,330,1,1.0,111361,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
330,18.0,23.25,331,3,1.0,367226,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
331,45.5,28.5,332,1,0.0,113043,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
332,38.0,153.4625,333,1,0.0,PC 17582,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0
333,16.0,18.0,334,3,0.0,345764,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
334,40.0,133.65,335,1,1.0,PC 17611,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
335,26.0,7.8958,336,3,0.0,349225,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
336,29.0,66.6,337,1,0.0,113776,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
337,41.0,134.5,338,1,1.0,16966,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0
338,45.0,8.05,339,3,1.0,7598,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
339,45.0,35.5,340,1,0.0,113784,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
340,2.0,26.0,341,2,1.0,230080,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
341,24.0,263.0,342,1,1.0,19950,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1
342,28.0,13.0,343,2,0.0,248740,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
343,25.0,13.0,344,2,0.0,244361,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
344,36.0,13.0,345,2,0.0,229236,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
345,24.0,13.0,346,2,1.0,248733,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
346,40.0,13.0,347,2,1.0,31418,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
347,31.0,16.1,348,3,1.0,386525,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
348,3.0,15.9,349,3,1.0,C.A. 37671,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
349,42.0,8.6625,350,3,0.0,315088,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
350,23.0,9.225,351,3,0.0,7267,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
351,40.0,35.0,352,1,0.0,113510,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
352,15.0,7.2292,353,3,0.0,2695,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
353,25.0,17.8,354,3,0.0,349237,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
354,26.0,7.225,355,3,0.0,2647,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
355,28.0,9.5,356,3,0.0,345783,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
356,22.0,55.0,357,1,1.0,113505,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1
357,38.0,13.0,358,2,0.0,237671,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
358,18.0,7.8792,359,3,1.0,330931,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
359,18.0,7.8792,360,3,1.0,330980,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
360,40.0,27.9,361,3,0.0,347088,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
361,29.0,27.7208,362,2,0.0,SC/PARIS 2167,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
362,45.0,14.4542,363,3,0.0,2691,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
363,35.0,7.05,364,3,0.0,SOTON/O.Q. 3101310,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
364,26.0,15.5,365,3,0.0,370365,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
365,30.0,7.25,366,3,0.0,C 7076,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
366,60.0,75.25,367,1,1.0,110813,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
367,31.0,7.2292,368,3,1.0,2626,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
368,18.0,7.75,369,3,1.0,14313,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
369,24.0,69.3,370,1,1.0,PC 17477,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0
370,25.0,55.4417,371,1,1.0,11765,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
371,18.0,6.4958,372,3,0.0,3101267,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
372,19.0,8.05,373,3,0.0,323951,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
373,22.0,135.6333,374,1,0.0,PC 17760,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
374,3.0,21.075,375,3,0.0,349909,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
375,40.0,82.1708,376,1,1.0,PC 17604,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
376,22.0,7.25,377,3,1.0,C 7077,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
377,27.0,211.5,378,1,0.0,113503,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0
378,20.0,4.0125,379,3,0.0,2648,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
379,19.0,7.775,380,3,0.0,347069,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
380,42.0,227.525,381,1,1.0,PC 17757,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0
381,1.0,15.7417,382,3,1.0,2653,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
382,32.0,7.925,383,3,0.0,STON/O 2. 3101293,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
383,35.0,52.0,384,1,1.0,113789,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
384,26.0,7.8958,385,3,0.0,349227,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
385,18.0,73.5,386,2,0.0,S.O.C. 14879,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
386,1.0,46.9,387,3,0.0,CA 2144,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
387,36.0,13.0,388,2,1.0,27849,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
388,26.0,7.7292,389,3,0.0,367655,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
389,17.0,12.0,390,2,1.0,SC 1748,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0
390,36.0,120.0,391,1,1.0,113760,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0
391,21.0,7.7958,392,3,1.0,350034,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
392,28.0,7.925,393,3,0.0,3101277,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
393,23.0,113.275,394,1,1.0,35273,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
394,24.0,16.7,395,3,1.0,PP 9549,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1
395,22.0,7.7958,396,3,0.0,350052,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
396,31.0,7.8542,397,3,0.0,350407,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
397,46.0,26.0,398,2,0.0,28403,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
398,23.0,10.5,399,2,0.0,244278,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
399,28.0,12.65,400,2,1.0,240929,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
400,39.0,7.925,401,3,1.0,STON/O 2. 3101289,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
401,26.0,8.05,402,3,0.0,341826,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
402,21.0,9.825,403,3,0.0,4137,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
403,28.0,15.85,404,3,0.0,STON/O2. 3101279,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
404,20.0,8.6625,405,3,0.0,315096,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
405,34.0,21.0,406,2,0.0,28664,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
406,51.0,7.75,407,3,0.0,347064,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
407,3.0,18.75,408,2,1.0,29106,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
408,21.0,7.775,409,3,0.0,312992,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
409,18.0,25.4667,410,3,0.0,4133,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
410,26.0,7.8958,411,3,0.0,349222,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
411,26.0,6.8583,412,3,0.0,394140,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
412,33.0,90.0,413,1,1.0,19928,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0
413,31.0,0.0,414,2,0.0,239853,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
414,44.0,7.925,415,3,1.0,STON/O 2. 3101269,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
415,31.0,8.05,416,3,0.0,343095,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
416,34.0,32.5,417,2,1.0,28220,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
417,18.0,13.0,418,2,1.0,250652,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
418,30.0,13.0,419,2,0.0,28228,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
419,10.0,24.15,420,3,0.0,345773,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
420,26.0,7.8958,421,3,0.0,349254,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
421,21.0,7.7333,422,3,0.0,A/5. 13032,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
422,29.0,7.875,423,3,0.0,315082,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
423,28.0,14.4,424,3,0.0,347080,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
424,18.0,20.2125,425,3,0.0,370129,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
425,26.0,7.25,426,3,0.0,A/4. 34244,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
426,28.0,26.0,427,2,1.0,2003,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
427,19.0,26.0,428,2,1.0,250655,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
428,26.0,7.75,429,3,0.0,364851,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
429,32.0,8.05,430,3,1.0,SOTON/O.Q. 392078,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
430,28.0,26.55,431,1,1.0,110564,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
431,31.0,16.1,432,3,1.0,376564,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
432,42.0,26.0,433,2,1.0,SC/AH 3085,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
433,17.0,7.125,434,3,0.0,STON/O 2. 3101274,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
434,50.0,55.9,435,1,0.0,13507,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
435,14.0,120.0,436,1,1.0,113760,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0
436,21.0,34.375,437,3,0.0,W./C. 6608,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
437,24.0,18.75,438,2,1.0,29106,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
438,64.0,263.0,439,1,0.0,19950,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0
439,31.0,10.5,440,2,0.0,C.A. 18723,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
440,45.0,26.25,441,2,1.0,F.C.C. 13529,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
441,20.0,9.5,442,3,0.0,345769,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
442,25.0,7.775,443,3,0.0,347076,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
443,28.0,13.0,444,2,1.0,230434,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
444,26.0,8.1125,445,3,1.0,65306,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
445,4.0,81.8583,446,1,1.0,33638,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
446,13.0,19.5,447,2,1.0,250644,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
447,34.0,26.55,448,1,1.0,113794,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
448,5.0,19.2583,449,3,1.0,2666,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
449,52.0,30.5,450,1,1.0,113786,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
450,36.0,27.75,451,2,0.0,C.A. 34651,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
451,26.0,19.9667,452,3,0.0,65303,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
452,30.0,27.75,453,1,0.0,113051,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
453,49.0,89.1042,454,1,1.0,17453,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
454,26.0,8.05,455,3,0.0,A/5 2817,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
455,29.0,7.8958,456,3,1.0,349240,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
456,65.0,26.55,457,1,0.0,13509,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
457,40.0,51.8625,458,1,1.0,17464,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0
458,50.0,10.5,459,2,1.0,F.C.C. 13531,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
459,26.0,7.75,460,3,0.0,371060,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
460,48.0,26.55,461,1,1.0,19952,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
461,34.0,8.05,462,3,0.0,364506,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
462,47.0,38.5,463,1,0.0,111320,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
463,48.0,13.0,464,2,0.0,234360,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
464,26.0,8.05,465,3,0.0,A/S 2816,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
465,38.0,7.05,466,3,0.0,SOTON/O.Q. 3101306,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
466,31.0,0.0,467,2,0.0,239853,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
467,56.0,26.55,468,1,0.0,113792,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
468,26.0,7.725,469,3,0.0,36209,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
469,0.75,19.2583,470,3,1.0,2666,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
470,26.0,7.25,471,3,0.0,323592,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
471,38.0,8.6625,472,3,0.0,315089,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
472,33.0,27.75,473,2,1.0,C.A. 34651,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
473,23.0,13.7917,474,2,1.0,SC/AH Basle 541,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0
474,22.0,9.8375,475,3,0.0,7553,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
475,40.0,52.0,476,1,0.0,110465,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0
476,34.0,21.0,477,2,0.0,31027,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
477,29.0,7.0458,478,3,0.0,3460,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
478,22.0,7.5208,479,3,0.0,350060,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
479,2.0,12.2875,480,3,1.0,3101298,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
480,9.0,46.9,481,3,0.0,CA 2144,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
481,31.0,0.0,482,2,0.0,239854,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
482,50.0,8.05,483,3,0.0,A/5 3594,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
483,63.0,9.5875,484,3,1.0,4134,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
484,25.0,91.0792,485,1,1.0,11967,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
485,18.0,25.4667,486,3,0.0,4133,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
486,35.0,90.0,487,1,1.0,19943,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0
487,58.0,29.7,488,1,0.0,11771,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
488,30.0,8.05,489,3,0.0,A.5. 18509,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
489,9.0,15.9,490,3,1.0,C.A. 37671,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
490,26.0,19.9667,491,3,0.0,65304,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
491,21.0,7.25,492,3,0.0,SOTON/OQ 3101317,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
492,55.0,30.5,493,1,0.0,113787,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
493,71.0,49.5042,494,1,0.0,PC 17609,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
494,21.0,8.05,495,3,0.0,A/4 45380,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
495,26.0,14.4583,496,3,0.0,2627,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
496,54.0,78.2667,497,1,1.0,36947,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
497,26.0,15.1,498,3,0.0,C.A. 6212,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
498,25.0,151.55,499,1,0.0,113781,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1
499,24.0,7.7958,500,3,0.0,350035,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
500,17.0,8.6625,501,3,0.0,315086,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
501,21.0,7.75,502,3,0.0,364846,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
502,18.0,7.6292,503,3,0.0,330909,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
503,37.0,9.5875,504,3,0.0,4135,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
